fault_bus,fault_type,fault_R_ohm,Va_mag_pu,Va_ang_deg,Vb_mag_pu,Vb_ang_deg,Vc_mag_pu,Vc_ang_deg,Ia_mag_A,Ia_ang_deg,Ib_mag_A,Ib_ang_deg,Ic_mag_A,Ic_ang_deg,rfi_id,monitor_bus,der_pct
298162,SLG,0,0.005032,153.2368,1.228131,-171.8596,1.400471,101.701,6.8956,-67.9376,8.3188,-172.6685,9.3584,52.7797,9,283956,0
298162,SLG,0,0.011076,130.7939,1.221479,-172.4397,1.394613,101.4209,0.3739,103.2887,33.6512,159.7446,51.1625,73.9347,10,189963,0
298162,SLG,0,0.012699,131.3554,1.221908,-172.559,1.395299,101.3814,13.61,-68.3101,17.9402,-174.9565,18.6635,52.0956,11,181977,0
298162,SLG,0,0.014514,131.8014,1.222666,-172.7424,1.396558,101.2954,0.0,-142.0013,0.0,-82.7735,0.0,-168.714,12,181924,0
298162,SLG,0,0.01557,131.7026,1.22336,-172.8203,1.397696,101.277,12.8374,-72.0681,67.259,-105.3817,63.1709,171.2241,13,181993,0
298162,SLG,0,0.015606,131.6779,1.222991,-172.8335,1.39734,101.2643,12.5138,-68.4408,26.4618,174.3921,28.3647,61.0634,14,181994,0
298162,SLG,0,0.014489,129.3635,1.220519,-172.7964,1.395333,101.2343,0.2727,101.9157,21.9262,159.4905,20.5105,73.829,15,181891,0
298162,SLG,0,0.015742,131.5097,1.222232,-172.8515,1.39664,101.2504,0.0,-141.2484,0.0,-81.7047,0.0,-168.5245,16,255335,0
298162,SLG,0,0.015742,131.5097,1.222232,-172.8515,1.39664,101.2504,0.0,-138.5868,0.0,-82.848,0.0,-168.7705,17,182030,0
298162,SLG,0,0.016318,131.2257,1.220754,-172.8681,1.394982,101.2563,8.3795,111.4985,11.4183,3.1654,16.2563,-120.8202,18,182153,0
298162,SLG,0,0.016505,131.3614,1.220485,-172.8751,1.394657,101.2576,8.4001,-68.5202,10.0949,-173.5152,11.3778,52.5864,19,182158,0
298162,SLG,0,0.016586,131.4521,1.220403,-172.8781,1.394543,101.2584,2.1002,-68.4968,2.5166,-172.9891,2.8458,52.6145,20,182162,0
298162,LL,0,0.00557,-83.4149,0.00489,123.2727,1.355267,86.8122,40183.0173,-83.5103,35161.2132,123.4297,304.0505,83.7685,4,298162,0
298162,LL,0,0.005369,-82.4849,0.00503,121.3073,1.35512,86.7811,107.0242,-122.1089,105.1057,-123.1785,304.0505,83.7685,5,165448,0
298162,LL,0,0.003606,-66.7404,0.006569,106.2765,1.354055,86.4692,107.0242,-122.1089,105.1212,-123.1735,304.0505,83.7685,6,165449,0
298162,LL,0,0.002817,-37.6563,0.007948,97.2452,1.35188,86.2856,0.0035,-65.0995,0.0104,69.8686,1.658,58.8243,7,287274,0
298162,LL,0,0.002945,-14.3398,0.008885,92.3036,1.351753,86.1291,4.9824,-121.5857,4.8806,-121.9987,9.8629,58.2099,8,283954,0
298162,LL,0,0.002948,-12.5025,0.008973,92.1186,1.35157,86.1307,4.9824,-121.5857,4.8806,-121.9987,9.8629,58.2099,9,283956,0
298162,LL,0,0.006735,30.5265,0.013246,78.3571,1.343191,85.6951,0.2276,2.9851,0.4008,50.6589,49.2759,58.2092,10,189963,0
298162,LL,0,0.007603,36.7331,0.01441,78.0756,1.343535,85.6097,9.8205,-122.0124,9.5996,-122.4135,19.4389,57.7824,11,181977,0
298162,LL,0,0.008585,42.4738,0.01569,78.0878,1.344384,85.473,0.0,129.0626,0.0,168.6901,0.0,175.5151,12,181924,0
298162,LL,0,0.009203,45.0593,0.016431,78.0072,1.345261,85.4284,8.9242,-124.8817,9.0561,-127.5828,66.4145,152.4624,13,181993,0
298162,LL,0,0.009216,45.1913,0.016451,78.0311,1.344875,85.4154,9.0275,-121.6846,8.7008,-122.1529,29.2617,57.7527,14,181994,0
298162,LL,0,0.008713,40.6845,0.015626,76.9612,1.342758,85.4221,0.164,13.2295,0.3084,49.3728,19.7376,58.017,15,181891,0
298162,LL,0,0.0093,45.4609,0.016539,77.9835,1.344096,85.4,0.0,106.8584,0.0,167.3666,0.0,175.7312,16,255335,0
298162,LL,0,0.0093,45.4609,0.016539,77.9835,1.344096,85.4,0.0,135.511,0.0,167.8423,0.0,175.3985,17,182030,0
298162,LL,0,0.009697,46.3839,0.016941,77.6881,1.342258,85.3948,6.0338,58.1526,5.8961,57.7028,16.892,-122.0621,18,182153,0
298162,LL,0,0.009797,46.9412,0.017073,77.7805,1.341906,85.3922,6.0435,-121.9206,5.9184,-122.3249,11.9626,57.8747,19,182158,0
298162,LL,0,0.009837,47.2122,0.01713,77.8425,1.341786,85.3912,1.5109,-121.8865,1.4798,-122.3003,2.9906,57.9087,20,182162,0
298162,3LG,0,0.005876,-100.9568,0.005876,139.0425,0.005876,19.0438,42307.9343,-100.957,42307.4236,139.0423,42307.5546,19.0436,4,298162,0
298162,3LG,0,0.005875,-100.9853,0.005875,139.0203,0.005875,19.0193,1.5361,-107.7747,1.3565,135.2628,1.5071,12.4962,5,165448,0
298162,3LG,0,0.005865,-101.2705,0.00587,138.8064,0.005862,18.7778,1.5361,-107.7747,1.339,135.5887,1.5071,12.4962,6,165449,0
298162,3LG,0,0.005851,-101.4328,0.00586,138.685,0.005846,18.6433,0.0074,-128.8574,0.0077,111.3218,0.0079,-8.684,7,287274,0
298162,3LG,0,0.005848,-101.5708,0.005859,138.5922,0.005841,18.5274,0.0495,-129.3768,0.0496,110.6032,0.0496,-9.485,8,283954,0
298162,3LG,0,0.005847,-101.5689,0.005859,138.5941,0.00584,18.5294,0.0495,-129.3768,0.0496,110.6032,0.0496,-9.4851,9,283956,0
298162,3LG,0,0.005804,-101.9215,0.005823,138.3143,0.005788,18.2116,0.1961,-129.3866,0.1763,110.645,0.2334,-9.1579,10,189963,0
298162,3LG,0,0.005802,-101.9963,0.005822,138.2603,0.005785,18.1459,0.0982,-129.7579,0.1062,110.2364,0.0983,-9.924,11,181977,0
298162,3LG,0,0.005801,-102.1113,0.005822,138.1497,0.005784,18.0303,0.0,-12.0777,0.0,-131.6158,0.0,107.9987,12,181924,0
298162,3LG,0,0.005803,-102.1437,0.005823,138.1129,0.005785,17.9939,0.2864,-34.3705,0.2856,-160.1901,0.2844,81.5693,13,181993,0
298162,3LG,0,0.005801,-102.1514,0.005821,138.1007,0.005784,17.9805,0.1225,-130.0034,0.1534,110.0785,0.1431,-9.8069,14,181994,0
298162,3LG,0,0.005794,-102.1437,0.005814,138.1004,0.005779,17.9962,0.1091,-129.5601,0.1148,110.5288,0.0934,-9.2967,15,181891,0
298162,3LG,0,0.005799,-102.1587,0.005817,138.0874,0.005781,17.9649,0.0,-11.292,0.0,-131.2228,0.0,108.3453,16,255335,0
298162,3LG,0,0.005799,-102.1587,0.005817,138.0874,0.005781,17.9649,0.0,-12.1315,0.0,-131.9214,0.0,107.9302,17,182030,0
298162,3LG,0,0.005792,-102.1566,0.005809,138.0916,0.005773,17.9612,0.0671,50.2533,0.0678,-69.9877,0.0831,170.3137,18,182153,0
298162,3LG,0,0.005791,-102.159,0.005807,138.0894,0.005771,17.9587,0.0598,-129.764,0.0602,109.9245,0.0598,-9.8613,19,182158,0
298162,3LG,0,0.00579,-102.16,0.005807,138.0883,0.00577,17.9576,0.0149,-129.736,0.015,110.2262,0.0149,-9.8312,20,182162,0
165448,SLG,0,0.078898,-21.0327,1.207272,-169.9972,1.377724,101.2341,23763.9783,-90.3517,277.1949,-152.0966,259.2979,87.5382,4,298162,0
165448,SLG,0,0.003282,-90.4876,1.235498,-170.7516,1.394068,102.3584,23763.9783,-90.3517,277.1949,-152.0966,259.2979,87.5382,5,165448,0
165448,SLG,0,0.00236,-151.0165,1.234792,-171.0951,1.393937,102.1387,147.9936,-68.0936,274.6792,-151.5478,259.2979,87.5382,6,165449,0
165448,SLG,0,0.003543,166.1688,1.233107,-171.3204,1.392596,102.0198,0.0044,138.72,1.4733,161.1787,1.708,74.5584,7,287274,0
165448,SLG,0,0.004793,153.591,1.233024,-171.4899,1.393051,101.9116,6.8732,-67.2936,8.353,-172.5788,9.3136,52.8085,8,283954,0
165448,SLG,0,0.004912,152.9527,1.232871,-171.4918,1.392903,101.9156,6.8732,-67.2936,8.353,-172.5788,9.3136,52.8085,9,283956,0
165448,SLG,0,0.010971,130.85,1.226201,-172.0699,1.387095,101.6371,0.3704,103.3444,33.7813,160.1144,50.8867,74.1509,10,189963,0
165448,SLG,0,0.012587,131.4849,1.226629,-172.1887,1.387778,101.598,13.566,-67.6654,18.016,-174.8479,18.575,52.1231,11,181977,0
165448,SLG,0,0.014395,131.9864,1.227388,-172.3716,1.389031,101.5126,0.0,-137.1211,0.0,-82.3847,0.0,-168.4617,12,181924,0
165448,SLG,0,0.015447,131.9107,1.228084,-172.4491,1.390164,101.4944,12.7889,-71.4153,67.452,-105.0391,62.7758,171.4571,13,181993,0
165448,SLG,0,0.015483,131.8868,1.227713,-172.4624,1.38981,101.4817,12.474,-67.793,26.5859,174.6091,28.2147,61.1647,14,181994,0
165448,SLG,0,0.014372,129.5318,1.225236,-172.4256,1.387818,101.4514,0.2705,102.0838,22.0109,159.8613,20.4001,74.0462,15,181891,0
165448,SLG,0,0.015618,131.7216,1.22695,-172.4803,1.389115,101.4679,0.0,-139.8991,0.0,-81.4663,0.0,-168.3804,16,255335,0
165448,SLG,0,0.015618,131.7216,1.22695,-172.4803,1.389115,101.4679,0.0,-138.589,0.0,-82.4653,0.0,-168.5351,17,182030,0
165448,SLG,0,0.016192,131.4538,1.225467,-172.4968,1.387468,101.4738,8.3527,112.1446,11.4696,3.29,16.1719,-120.7375,18,182153,0
165448,SLG,0,0.016378,131.5949,1.225196,-172.5038,1.387144,101.4752,8.3731,-67.8751,10.1382,-173.4249,11.324,52.6143,19,182158,0
165448,SLG,0,0.016459,131.6881,1.225113,-172.5067,1.387031,101.4761,2.0935,-67.8517,2.5273,-172.8999,2.8324,52.6423,20,182162,0
165448,LL,0,0.08697,-28.6678,0.066955,-148.715,1.332028,86.6818,37154.2926,-83.7252,32802.9127,123.3682,303.6038,83.9597,4,298162,0
165448,LL,0,0.005149,-83.6231,0.004562,123.2005,1.353463,86.9653,37154.2926,-83.7252,32802.9127,123.3682,303.6038,83.9597,5,165448,0
165448,LL,0,0.003365,-67.4874,0.006077,106.5826,1.352401,86.6534,106.7801,-121.9557,105.0206,-122.9456,303.6038,83.9597,6,165449,0
165448,LL,0,0.002582,-35.9803,0.007459,96.9542,1.350229,86.4699,0.0032,-63.4272,0.0098,69.5765,1.656,59.0086,7,287274,0
165448,LL,0,0.00276,-10.9679,0.008402,91.7912,1.350103,86.3134,4.9709,-121.4176,4.8761,-121.7976,9.847,58.3942,8,283954,0
165448,LL,0,0.002768,-9.021,0.00849,91.6033,1.34992,86.315,4.9709,-121.4176,4.8761,-121.7976,9.847,58.3942,9,283956,0
165448,LL,0,0.006707,32.725,0.012797,77.6042,1.341554,85.8794,0.2266,5.1831,0.3872,49.9046,49.2159,58.3935,10,189963,0
165448,LL,0,0.007599,38.699,0.01396,77.3934,1.341898,85.794,9.7978,-121.8443,9.5916,-122.2109,19.4075,57.9668,11,181977,0
165448,LL,0,0.008603,44.2178,0.015238,77.4811,1.342746,85.6574,0.0,132.847,0.0,169.3803,0.0,175.6729,12,181924,0
165448,LL,0,0.009231,46.6872,0.015977,77.4356,1.343622,85.6127,8.9148,-124.7502,9.0315,-127.2609,66.3341,152.6529,13,181993,0
165448,LL,0,0.009245,46.8157,0.015997,77.4617,1.343237,85.5997,9.0055,-121.5217,8.6981,-121.9409,29.2189,57.937,14,181994,0
165448,LL,0,0.008724,42.4091,0.015178,76.3218,1.341122,85.6065,0.1642,14.9542,0.2996,48.7327,19.7136,58.2014,15,181891,0
165448,LL,0,0.009329,47.0699,0.016085,77.4177,1.342459,85.5844,0.0,104.0362,0.0,163.9092,0.0,175.9726,16,255335,0
165448,LL,0,0.009329,47.0699,0.016085,77.4177,1.342459,85.5844,0.0,137.1462,0.0,167.4712,0.0,175.5809,17,182030,0
165448,LL,0,0.009729,47.9276,0.016488,77.1339,1.340623,85.5792,6.0196,58.3189,5.8914,57.9058,16.8667,-121.8777,18,182153,0
165448,LL,0,0.009831,48.4675,0.01662,77.2348,1.340272,85.5766,6.0295,-121.7525,5.9131,-122.1239,11.9432,58.059,19,182158,0
165448,LL,0,0.009872,48.7313,0.016677,77.3009,1.340152,85.5756,1.5074,-121.7184,1.4784,-122.0992,2.9858,58.093,20,182162,0
165448,3LG,0,0.077195,-32.9823,0.077195,-152.9834,0.077195,87.0185,39269.7952,-101.039,39269.319,138.9604,39269.4431,18.9617,4,298162,0
165448,3LG,0,0.005454,-101.0387,0.005454,138.9605,0.005454,18.9619,39269.7952,-101.039,39269.319,138.9604,39269.4431,18.9617,5,165448,0
165448,3LG,0,0.005445,-101.3239,0.005449,138.7466,0.005442,18.7204,1.4261,-107.8305,1.2431,135.5294,1.3992,12.4408,6,165449,0
165448,3LG,0,0.005432,-101.4861,0.00544,138.6252,0.005428,18.5859,0.0068,-128.9108,0.0071,111.262,0.0073,-8.7414,7,287274,0
165448,3LG,0,0.005429,-101.6242,0.005439,138.5324,0.005423,18.47,0.046,-129.4338,0.0461,110.5454,0.046,-9.5409,8,283954,0
165448,3LG,0,0.005428,-101.6223,0.005439,138.5343,0.005422,18.4719,0.046,-129.4339,0.0461,110.5454,0.046,-9.5409,9,283956,0
165448,3LG,0,0.005388,-101.9749,0.005406,138.2545,0.005374,18.1541,0.182,-129.44,0.1636,110.5852,0.2167,-9.2153,10,189963,0
165448,3LG,0,0.005386,-102.0497,0.005405,138.2005,0.005371,18.0884,0.0912,-129.815,0.0986,110.1785,0.0913,-9.9799,11,181977,0
165448,3LG,0,0.005386,-102.1646,0.005405,138.0899,0.00537,17.9728,0.0,-12.1939,0.0,-131.9964,0.0,108.081,12,181924,0
165448,3LG,0,0.005387,-102.197,0.005405,138.0531,0.005371,17.9365,0.2659,-34.4238,0.2651,-160.2509,0.2641,81.5129,13,181993,0
165448,3LG,0,0.005386,-102.2047,0.005404,138.0408,0.00537,17.923,0.1138,-130.0595,0.1424,110.0199,0.1328,-9.8633,14,181994,0
165448,3LG,0,0.005379,-102.197,0.005397,138.0406,0.005365,17.9387,0.1013,-129.6135,0.1065,110.469,0.0867,-9.3542,15,181891,0
165448,3LG,0,0.005383,-102.2121,0.0054,138.0276,0.005367,17.9074,0.0,-11.3666,0.0,-131.1916,0.0,108.3479,16,255335,0
165448,3LG,0,0.005383,-102.2121,0.0054,138.0276,0.005367,17.9074,0.0,-12.2034,0.0,-131.9645,0.0,107.9272,17,182030,0
165448,3LG,0,0.005378,-102.2099,0.005393,138.0318,0.005359,17.9037,0.0623,50.1966,0.063,-70.0457,0.0771,170.2574,18,182153,0
165448,3LG,0,0.005376,-102.2123,0.005391,138.0296,0.005358,17.9012,0.0555,-129.8211,0.0559,109.8667,0.0555,-9.9171,19,182158,0
165448,3LG,0,0.005376,-102.2134,0.00539,138.0285,0.005357,17.9002,0.0139,-129.7931,0.0139,110.1685,0.0139,-9.8871,20,182162,0
165449,SLG,0,0.495988,-23.0756,1.101169,-162.936,1.244972,96.0961,13726.8781,-95.7188,282.7508,-151.4386,252.0607,88.4067,4,298162,0
165449,SLG,0,0.45108,-22.9499,1.114966,-163.6048,1.254482,96.8027,13726.8781,-95.7188,282.7508,-151.4386,252.0607,88.4067,5,165448,0
165449,SLG,0,0.001889,-96.0424,1.269584,-169.7383,1.36641,103.6539,13726.8781,-95.7188,280.19,-150.965,252.0607,88.4067,6,165449,0
165449,SLG,0,0.001696,179.161,1.267877,-169.9607,1.365139,103.5379,0.0021,151.7162,1.5149,162.5385,1.6743,76.0765,7,287274,0
165449,SLG,0,0.002908,154.488,1.267817,-170.1283,1.365616,103.4319,6.9117,-63.9349,8.5628,-172.5428,9.1282,53.3139,8,283954,0
165449,SLG,0,0.00303,153.5449,1.267659,-170.13,1.365472,103.436,6.9117,-63.9349,8.5628,-172.5428,9.1282,53.3139,9,283956,0
165449,SLG,0,0.009329,129.0938,1.260892,-170.6997,1.359917,103.1646,0.3149,101.5776,34.737,161.4846,49.8897,75.6784,10,189963,0
165449,SLG,0,0.01093,130.5624,1.261338,-170.8163,1.360605,103.1277,13.6429,-64.304,18.4825,-174.7265,18.2077,52.618,11,181977,0
165449,SLG,0,0.012721,131.6971,1.262123,-170.9969,1.361855,103.0445,0.0,-136.2189,0.0,-80.9791,0.0,-166.9914,12,181924,0
165449,SLG,0,0.013771,131.8531,1.262842,-171.0729,1.362978,103.0276,12.7906,-67.7041,69.0109,-103.746,61.2853,173.1259,13,181993,0
165449,SLG,0,0.013805,131.8389,1.26246,-171.0862,1.362633,103.0149,12.5552,-64.4123,27.3808,175.2278,27.6197,62.0818,14,181994,0
165449,SLG,0,0.012728,128.917,1.259923,-171.0513,1.360686,102.9829,0.2395,101.4636,22.6341,161.2356,20.0012,75.5776,15,181891,0
165449,SLG,0,0.013942,131.6924,1.261675,-171.1041,1.361955,103.0012,0.0,-151.3269,0.0,-79.9122,0.0,-166.8801,16,255335,0
165449,SLG,0,0.013942,131.6924,1.261675,-171.1041,1.361955,103.0012,0.0,-138.5285,0.0,-81.1258,0.0,-166.9972,17,182030,0
165449,SLG,0,0.014522,131.5438,1.260148,-171.1199,1.360351,103.0076,8.4023,115.5167,11.7867,3.4864,15.8337,-119.9243,18,182153,0
165449,SLG,0,0.014706,131.7444,1.259868,-171.1267,1.360035,103.0091,8.4204,-64.5079,10.404,-173.38,11.1043,53.1135,19,182158,0
165449,SLG,0,0.014785,131.8662,1.259781,-171.1295,1.359925,103.0101,2.1053,-64.4845,2.5931,-172.8584,2.7775,53.1409,20,182162,0
165449,LL,0,0.509696,-27.7608,0.452416,-145.0626,1.204381,86.6684,21504.988,-85.5809,19843.5396,121.3527,303.7525,84.9057,4,298162,0
165449,LL,0,0.462113,-27.6813,0.411033,-144.7237,1.217042,86.7592,21504.988,-85.5809,19843.5396,121.3527,303.7525,84.9057,5,165448,0
165449,LL,0,0.002975,-85.4152,0.002763,121.0794,1.351809,87.635,21504.988,-85.5809,19843.208,121.3505,303.7525,84.9057,6,165449,0
165449,LL,0,0.001696,-53.3807,0.004014,99.088,1.349633,87.4515,0.0021,-80.8,0.0053,71.6987,1.6553,59.9902,7,287274,0
165449,LL,0,0.001654,-12.5688,0.004966,90.2258,1.349504,87.2951,4.9576,-120.5358,4.9006,-120.7377,9.8583,59.3638,8,283954,0
165449,LL,0,0.00166,-9.3212,0.005056,89.9551,1.34932,87.2967,4.9576,-120.5358,4.9006,-120.7377,9.8583,59.3638,9,283956,0
165449,LL,0,0.005895,40.5765,0.009579,72.4418,1.340945,86.8614,0.1992,13.0237,0.2898,44.7289,49.1935,59.3754,10,189963,0
165449,LL,0,0.006867,46.2786,0.010738,72.8575,1.341285,86.776,9.7715,-120.9629,9.6446,-121.146,19.4298,58.9364,11,181977,0
165449,LL,0,0.00795,51.4094,0.012003,73.5921,1.34213,86.6394,0.0,145.2222,0.0,163.3008,0.0,176.6447,12,181924,0
165449,LL,0,0.008614,53.5945,0.012738,73.8289,1.343004,86.5947,8.9457,-123.7314,8.9854,-125.2144,66.2974,153.6103,13,181993,0
165449,LL,0,0.00863,53.7217,0.012758,73.8745,1.342619,86.5818,8.9808,-120.68,8.7801,-120.8447,29.2343,58.9115,14,181994,0
165449,LL,0,0.008043,49.3752,0.011975,72.1305,1.340507,86.5885,0.1514,21.9177,0.2363,44.5354,19.7046,59.1834,15,181891,0
165449,LL,0,0.008718,53.9334,0.012848,73.8593,1.341841,86.5664,0.0,118.3008,0.0,158.1986,0.0,176.9806,16,255335,0
165449,LL,0,0.008718,53.9334,0.012848,73.8593,1.341841,86.5664,0.0,143.8974,0.0,163.545,0.0,176.5479,17,182030,0
165449,LL,0,0.00913,54.5779,0.013261,73.6548,1.340004,86.5612,6.0034,59.1873,5.9259,58.9717,16.8781,-120.9046,18,182153,0
165449,LL,0,0.00924,55.0844,0.01339,73.8256,1.339652,86.5586,6.0133,-120.8709,5.9431,-121.0652,11.957,59.0286,19,182158,0
165449,LL,0,0.009286,55.3374,0.013446,73.9269,1.339533,86.5577,1.5033,-120.8368,1.4859,-121.039,2.9892,59.0626,20,182162,0
165449,3LG,0,0.474688,-28.4882,0.474674,-148.4913,0.474695,91.5113,23217.0149,-102.6668,23216.9186,137.3333,23216.7724,17.3338,4,298162,0
165449,3LG,0,0.430192,-28.2531,0.430177,-148.2566,0.430199,91.7462,23217.0149,-102.6668,23216.9186,137.3333,23216.7724,17.3338,5,165448,0
165449,3LG,0,0.003225,-102.6665,0.003225,137.3318,0.003225,17.334,23217.0149,-102.6668,23216.3233,137.3317,23216.7724,17.3338,6,165449,0
165449,3LG,0,0.003217,-102.8286,0.003219,137.2104,0.003216,17.1994,0.004,-130.2533,0.0042,109.8472,0.0043,-10.1279,7,287274,0
165449,3LG,0,0.003215,-102.9666,0.003219,137.1176,0.003213,17.0834,0.0272,-130.8165,0.0273,109.1546,0.0273,-10.9113,8,283954,0
165449,3LG,0,0.003215,-102.9647,0.003218,137.1195,0.003213,17.0853,0.0272,-130.8165,0.0273,109.1546,0.0273,-10.9113,9,283956,0
165449,3LG,0,0.003191,-103.3169,0.003199,136.8397,0.003184,16.7671,0.1078,-130.782,0.0968,109.1704,0.1284,-10.6023,10,189963,0
165449,3LG,0,0.00319,-103.3916,0.003198,136.7857,0.003182,16.7014,0.054,-131.1976,0.0584,108.7859,0.054,-11.3503,11,181977,0
165449,3LG,0,0.00319,-103.5065,0.003198,136.6751,0.003182,16.5857,0.0,-13.5241,0.0,-133.3456,0.0,106.6193,12,181924,0
165449,3LG,0,0.00319,-103.5388,0.003199,136.6383,0.003183,16.5493,0.1574,-35.7658,0.1569,-161.6761,0.1565,80.1375,13,181993,0
165449,3LG,0,0.00319,-103.5465,0.003198,136.626,0.003182,16.5359,0.0674,-131.4311,0.0843,108.6191,0.0787,-11.24,14,181994,0
165449,3LG,0,0.003186,-103.5389,0.003194,136.6258,0.003179,16.5516,0.06,-130.9553,0.063,109.0542,0.0514,-10.7413,15,181891,0
165449,3LG,0,0.003188,-103.5538,0.003196,136.6127,0.00318,16.5203,0.0,-12.7401,0.0,-132.5136,0.0,106.9661,16,255335,0
165449,3LG,0,0.003188,-103.5538,0.003196,136.6127,0.00318,16.5203,0.0,-13.571,0.0,-133.4028,0.0,106.5049,17,182030,0
165449,3LG,0,0.003185,-103.5517,0.003191,136.6169,0.003176,16.5166,0.0369,48.8185,0.0373,-71.4393,0.0457,168.8824,18,182153,0
165449,3LG,0,0.003184,-103.554,0.00319,136.6147,0.003175,16.5141,0.0329,-131.2037,0.0331,108.4758,0.0329,-11.2875,19,182158,0
165449,3LG,0,0.003184,-103.5551,0.00319,136.6136,0.003174,16.513,0.0082,-131.1757,0.0082,108.7776,0.0082,-11.2575,20,182162,0
287274,SLG,0,0.303379,-40.4724,1.210516,-164.531,1.254261,101.0314,9874.3559,-91.5535,279.3702,-150.9031,250.8603,88.0346,6,165449,0
287274,SLG,0,0.001351,-92.0523,1.29497,-167.5587,1.3129,104.8166,9729.6627,-92.0523,1.5473,164.9405,1.6102,77.3552,7,287274,0
287274,SLG,0,0.081444,-56.202,1.277415,-167.1616,1.300211,103.9641,7.2532,-62.244,8.7495,-173.4219,9.1274,54.3942,8,283954,0
287274,SLG,0,0.081308,-56.2189,1.277252,-167.1629,1.300066,103.9683,7.2532,-62.244,8.7495,-173.4219,9.1274,54.3942,9,283956,0
287274,SLG,0,0.074387,-56.5809,1.270425,-167.7046,1.294421,103.7125,2.5134,-84.0394,34.9997,164.4796,47.4869,76.2264,10,189963,0
287274,SLG,0,0.072939,-57.0885,1.270822,-167.8153,1.294972,103.678,14.3164,-62.6144,18.8982,-175.281,18.2048,53.6876,11,181977,0
287274,SLG,0,0.071369,-57.71,1.271547,-167.9894,1.296055,103.5971,0.0,32.4483,0.0,-78.0303,0.0,-166.2837,12,181924,0
287274,SLG,0,0.070453,-57.9703,1.272234,-168.0616,1.297063,103.5816,13.8068,-47.0733,68.5947,-101.2076,58.0509,172.9078,13,181993,0
287274,SLG,0,0.070401,-57.9878,1.271845,-168.0748,1.296734,103.5688,13.6204,-63.465,28.0165,176.1757,27.1131,62.6853,14,181994,0
287274,SLG,0,0.071125,-57.3134,1.269378,-168.0437,1.29498,103.5367,1.3389,-84.7233,22.804,164.2432,19.0354,76.1314,15,181891,0
287274,SLG,0,0.070224,-58.0021,1.271048,-168.0922,1.296084,103.555,0.0,35.4419,0.0,-76.8602,0.0,-166.216,16,255335,0
287274,SLG,0,0.070224,-58.0021,1.271048,-168.0922,1.296084,103.555,0.0,31.9862,0.0,-78.1092,0.0,-166.4223,17,182030,0
287274,SLG,0,0.06958,-58.0877,1.26949,-168.1059,1.29452,103.562,8.916,116.9738,12.0715,3.1484,15.6199,-119.243,18,182153,0
287274,SLG,0,0.069396,-58.1653,1.269196,-168.1121,1.294207,103.5635,8.8353,-62.8083,10.643,-174.215,11.1116,54.1904,19,182158,0
287274,SLG,0,0.069322,-58.2059,1.269104,-168.1147,1.294096,103.5645,2.209,-62.7844,2.6513,-173.7137,2.7794,54.2172,20,182162,0
287274,LL,0,0.364764,-43.7811,0.291563,-172.8238,1.26712,88.2462,14796.8757,-77.1128,14467.5503,131.0065,303.9872,85.0832,6,165449,0
287274,LL,0,0.00204,-76.8822,0.002011,130.5941,1.339025,88.6735,14684.8989,-76.8822,14474.9324,130.5941,1.6422,61.2123,7,287274,0
287274,LL,0,0.112273,-54.6651,0.090804,164.0071,1.323707,88.4159,5.6389,-112.5272,4.4401,-129.3313,9.9724,60.0771,8,283954,0
287274,LL,0,0.112194,-54.6287,0.090794,163.9544,1.323522,88.4176,5.6389,-112.5272,4.4401,-129.3313,9.9724,60.0771,9,283956,0
287274,LL,0,0.109509,-52.6883,0.088995,160.7917,1.315071,87.9928,3.7002,-80.153,2.6936,133.1248,48.2443,60.5069,10,189963,0
287274,LL,0,0.108716,-52.3373,0.089131,160.0449,1.315338,87.9089,11.1199,-112.9259,8.7327,-130.5739,19.6549,59.6471,11,181977,0
287274,LL,0,0.10783,-52.0174,0.08939,159.1843,1.316098,87.7733,0.0,37.8146,0.0,-110.1062,0.0,177.8024,12,181924,0
287274,LL,0,0.107381,-51.7832,0.089536,158.716,1.316919,87.7292,6.4183,-82.8116,12.6432,-126.9077,64.8352,154.2637,13,181993,0
287274,LL,0,0.107329,-51.7861,0.089519,158.6886,1.31654,87.716,10.7825,-111.1143,7.966,-136.5897,29.2238,59.7879,14,181994,0
287274,LL,0,0.107905,-51.9677,0.088994,159.1223,1.314526,87.7228,2.0313,-79.384,1.7567,131.5523,19.3227,60.3178,15,181891,0
287274,LL,0,0.107215,-51.7541,0.089467,158.6146,1.315771,87.7004,0.0,37.5513,0.0,-107.2415,0.0,177.886,16,255335,0
287274,LL,0,0.107215,-51.7541,0.089467,158.6146,1.315771,87.7004,0.0,38.2363,0.0,-111.415,0.0,177.7061,17,182030,0
287274,LL,0,0.106864,-51.5601,0.089341,158.3584,1.313943,87.6955,6.954,67.749,5.3604,49.0552,16.9216,-120.0714,18,182153,0
287274,LL,0,0.106721,-51.5203,0.089365,158.2801,1.31359,87.6929,6.8419,-112.8694,5.3783,-129.7041,12.0963,59.7436,19,182158,0
287274,LL,0,0.106657,-51.5055,0.089384,158.2472,1.313469,87.692,1.7105,-112.834,1.3458,-129.6282,3.0241,59.7779,20,182162,0
287274,3LG,0,0.342578,-51.3438,0.342566,-171.35,0.342594,68.6553,16389.5041,-93.2117,16388.3619,146.7865,16389.257,26.7887,6,165449,0
